codgeo,libgeo,dclt,l_dclt,nbflux_c16_actocc15p
"38101",Cheyssieu,"42265",Saint-Michel-sur-Rhône,"5.0049116858"
"38101",Cheyssieu,"42272",Saint-Pierre-de-Boeuf,"5.0049116858"
"38101",Cheyssieu,"43163",Riotord,"5.0049116858"
"38101",Cheyssieu,"44109",Nantes,"5.0049116858"
"38101",Cheyssieu,"69007",Ampuis,"20.019646743"
"38101",Cheyssieu,"69064",Condrieu,"5.0049116858"
"38101",Cheyssieu,"69091",Givors,"10.009823372"
"38101",Cheyssieu,"69100",Irigny,"5.0049116858"
"38101",Cheyssieu,"69127",Marcy-l'Étoile,"5.0049116858"
"38101",Cheyssieu,"69189",Sainte-Colombe,"10.009823372"
"38101",Cheyssieu,"69199",Saint-Fons,"5.0049116858"
"38101",Cheyssieu,"69259",Vénissieux,"10.009823372"
"38101",Cheyssieu,"69260",Vernaison,"5.0049116858"
"38101",Cheyssieu,"69270",Chaponnay,"5.0049116858"
"38101",Cheyssieu,"69276",Feyzin,"15.014735057"
"38101",Cheyssieu,"69282",Meyzieu,"5.0049116858"
"38101",Cheyssieu,"69283",Mions,"5.0049116858"
"38101",Cheyssieu,"69296",Solaize,"5.0049116858"
"38101",Cheyssieu,"69299",Colombier-Saugnieu,"5.0049116858"
"38101",Cheyssieu,"69382",Lyon 2e Arrondissement,"10.009823372"
"38101",Cheyssieu,"69383",Lyon 3e Arrondissement,"5.0049116858"
"38101",Cheyssieu,"69387",Lyon 7e Arrondissement,"5.0049116858"
"38101",Cheyssieu,"69388",Lyon 8e Arrondissement,"10.009823372"
"38101",Cheyssieu,"69389",Lyon 9e Arrondissement,"5.0049116858"
"38101",Cheyssieu,"73306",Valloire,"5.0049116858"
"38102",Chèzeneuve,"01249",Miribel,"4.9859505045"
"38102",Chèzeneuve,"01275",Neyron,"5.0497742904"
"38102",Chèzeneuve,"38053",Bourgoin-Jallieu,"70.447253664"
"38102",Chèzeneuve,"38080",Charancieu,"5.1144150671"
"38102",Chèzeneuve,"38102",Chèzeneuve,"30.36656494"
"38102",Chèzeneuve,"38152",Eclose-Badinières,"14.958658178"
"38102",Chèzeneuve,"38172",Four,"4.9229333835"
"38102",Chèzeneuve,"38176",Frontonas,"5.1144150671"
"38102",Chèzeneuve,"38185",Grenoble,"4.9859505045"
"38102",Chèzeneuve,"38193",L'Isle-d'Abeau,"5.0497742904"
"38102",Chèzeneuve,"38261",Morestel,"5.1798832926"
"38102",Chèzeneuve,"38267",Mottier,"5.1144150671"
"38102",Chèzeneuve,"38408",Saint-Just-Chaleyssin,"4.9859505045"
"38102",Chèzeneuve,"38449",Saint-Quentin-Fallavier,"10.228830134"
"38102",Chèzeneuve,"38455",Saint-Savin,"5.1144150671"
"38102",Chèzeneuve,"69259",Vénissieux,"5.0497742904"
"38102",Chèzeneuve,"69266",Villeurbanne,"9.908883888"
"38102",Chèzeneuve,"69271",Chassieu,"5.1144150671"
"38102",Chèzeneuve,"69282",Meyzieu,"9.971901009"
"38102",Chèzeneuve,"69290",Saint-Priest,"10.165833797"
"38102",Chèzeneuve,"69298",Toussieu,"5.1144150671"
"38102",Chèzeneuve,"69382",Lyon 2e Arrondissement,"4.9229333835"
"38102",Chèzeneuve,"69383",Lyon 3e Arrondissement,"9.9727076739"
"38102",Chèzeneuve,"69388",Lyon 8e Arrondissement,"10.099548581"
"38103",Chichilianne,"38103",Chichilianne,"29.016393443"
"38103",Chichilianne,"38113",Clelles,"9.6721311475"
"38103",Chichilianne,"38151",Échirolles,"9.6721311475"
"38103",Chichilianne,"38158",Eybens,"4.8360655738"
"38103",Chichilianne,"38185",Grenoble,"43.524590164"
"38103",Chichilianne,"38186",Gresse-en-Vercors,"4.8360655738"
"38103",Chichilianne,"38226",Mens,"4.8360655738"
"38103",Chichilianne,"38242",Monestier-de-Clermont,"9.6721311475"
"38103",Chichilianne,"38243",Le Monestier-du-Percy,"4.8360655738"
"38103",Chichilianne,"38249",Montbonnot-Saint-Martin,"4.8360655738"
"38103",Chichilianne,"38269",La Mure,"4.8360655738"
"38103",Chichilianne,"38485",Seyssinet-Pariset,"4.8360655738"
"38103",Chichilianne,"38545",Vif,"4.8360655738"
"38103",Chichilianne,"69388",Lyon 8e Arrondissement,"4.8360655738"
"38104",Chimilin,"01034",Belley,"5.0597350492"
"38104",Chimilin,"38001",Les Abrets en Dauphiné,"55.66853655"
"38104",Chimilin,"38012",Aoste,"55.535412436"
"38104",Chimilin,"38022",Les Avenières Veyrins-Thuellin,"25.287638405"
"38104",Chimilin,"38029",La Bâtie-Montgascon,"5.0375883984"
"38104",Chimilin,"38053",Bourgoin-Jallieu,"20.205708077"
"38104",Chimilin,"38064",Cessieu,"5.0597350492"
"38104",Chimilin,"38080",Charancieu,"25.243296475"
"38104",Chimilin,"38104",Chimilin,"130.29310231"
"38104",Chimilin,"38124",Corbelin,"10.119494439"
"38104",Chimilin,"38138",Crémieu,"5.0708448591"
"38104",Chimilin,"38185",Grenoble,"5.0375883984"
"38104",Chimilin,"38193",L'Isle-d'Abeau,"5.0486495801"
"38104",Chimilin,"38247",Montalieu-Vercieu,"5.0265514507"
"38104",Chimilin,"38261",Morestel,"9.0875692442"
"38104",Chimilin,"38276",Nivolas-Vermelle,"5.0486495801"
"38104",Chimilin,"38297",Arandon-Passins,"5.0486495801"
"38104",Chimilin,"38315",Le Pont-de-Beauvoisin,"35.329607316"
"38104",Chimilin,"38343",Romagnieu,"5.0375883984"
"38104",Chimilin,"38357",Saint-André-le-Gaz,"5.0486495801"
"38104",Chimilin,"38377",Saint-Clair-de-la-Tour,"5.081979063"
"38104",Chimilin,"38421",Saint-Martin-d'Hères,"5.0597350492"
"38104",Chimilin,"38434",Saint-Ondras,"15.157058497"
"38104",Chimilin,"38449",Saint-Quentin-Fallavier,"5.0486495801"
"38104",Chimilin,"38467",Salagnon,"5.0597350492"
"38104",Chimilin,"38509",La Tour-du-Pin,"20.183561426"
"38104",Chimilin,"38565",Voreppe,"5.0375883984"
"38104",Chimilin,"69043",Chaponost,"5.0265514507"
"38104",Chimilin,"69256",Vaulx-en-Velin,"5.0597350492"
"38104",Chimilin,"69259",Vénissieux,"5.0375883984"
"38104",Chimilin,"69271",Chassieu,"5.0486495801"
"38104",Chimilin,"69273",Corbas,"5.1043208677"
"38104",Chimilin,"69283",Mions,"5.0597350492"
"38104",Chimilin,"69290",Saint-Priest,"10.097323448"
"38104",Chimilin,"69383",Lyon 3e Arrondissement,"5.0486495801"
"38104",Chimilin,"69387",Lyon 7e Arrondissement,"5.0375883984"
"38104",Chimilin,"73029",Barberaz,"5.0375883984"
"38104",Chimilin,"73039",Belmont-Tramonet,"5.0597350492"
"38104",Chimilin,"73058",La Bridoire,"10.119470098"
"38104",Chimilin,"73065",Chambéry,"30.336239357"
"38104",Chimilin,"73104",Dullin,"5.0265514507"
"38104",Chimilin,"73179",La Motte-Servolex,"5.0375883984"
"38104",Chimilin,"73184",Nances,"5.0486495801"
"38104",Chimilin,"73204",Le Pont-de-Beauvoisin,"10.097323448"
"38104",Chimilin,"73222",Saint-Alban-Leysse,"5.0597350492"
"38104",Chimilin,"73236",Saint-Genix-les-Villages,"15.123850611"
"38104",Chimilin,"73330",Yenne,"5.0375883984"
"38104",Chimilin,"74002",Alby-sur-Chéran,"10.119470098"
"38104",Chimilin,"88160",Épinal,"5.0375883984"
"38105",Chirens,"05096",Orcières,"5"
"38105",Chirens,"06088",Nice,"5"
"38105",Chirens,"13204",Marseille 4e Arrondissement,"5"
"38105",Chirens,"26155",Lapeyrouse-Mornay,"5"
"38105",Chirens,"26169",Malataverne,"5"
"38105",Chirens,"38001",Les Abrets en Dauphiné,"5"
"38105",Chirens,"38013",Apprieu,"10"
"38105",Chirens,"38022",Les Avenières Veyrins-Thuellin,"10"
"38105",Chirens,"38030",Beaucroissant,"5"
"38105",Chirens,"38039",Bernin,"5"
"38105",Chirens,"38043",Bilieu,"5"
"38105",Chirens,"38061",La Buisse,"5"
"38105",Chirens,"38082",Charavines,"10"
"38105",Chirens,"38095",Chatte,"5"
"38105",Chirens,"38105",Chirens,"135"
"38105",Chirens,"38118",Colombe,"5"
"38105",Chirens,"38133",Coublevie,"15"
"38105",Chirens,"38151",Échirolles,"20"
"38105",Chirens,"38158",Eybens,"15"
"38105",Chirens,"38169",Fontaine,"5"
"38105",Chirens,"38179",Gières,"5"
"38105",Chirens,"38185",Grenoble,"125"
"38105",Chirens,"38200",Jarrie,"5"
"38105",Chirens,"38229",Meylan,"15"
"38105",Chirens,"38239",Moirans,"30"
"38105",Chirens,"38249",Montbonnot-Saint-Martin,"5"
"38105",Chirens,"38270",La Murette,"10"
"38105",Chirens,"38281",Noyarey,"5"
"38105",Chirens,"38292",Villages du Lac de Paladru,"5"
"38105",Chirens,"38317",Le Pont-de-Claix,"5"
"38105",Chirens,"38337",Rives,"20"
"38105",Chirens,"38348",Ruy-Montceau,"5"
"38105",Chirens,"38357",Saint-André-le-Gaz,"5"
"38105",Chirens,"38373",Saint-Cassien,"5"
"38105",Chirens,"38382",Saint-Égrève,"30"
"38105",Chirens,"38383",Saint-Étienne-de-Crossey,"5"
"38105",Chirens,"38384",Saint-Étienne-de-Saint-Geoirs,"15"
"38105",Chirens,"38386",Saint-Geoire-en-Valdaine,"35"
"38105",Chirens,"38400",Saint-Jean-de-Moirans,"10"
"38105",Chirens,"38412",Saint-Laurent-du-Pont,"5"
"38105",Chirens,"38416",Saint-Marcellin,"10"
"38105",Chirens,"38421",Saint-Martin-d'Hères,"10"
"38105",Chirens,"38442",Saint-Pierre-de-Chartreuse,"5"
"38105",Chirens,"38455",Saint-Savin,"5"
"38105",Chirens,"38474",Sassenage,"5"
"38105",Chirens,"38485",Seyssinet-Pariset,"5"
"38105",Chirens,"38509",La Tour-du-Pin,"5"
"38105",Chirens,"38516",La Tronche,"15"
"38105",Chirens,"38517",Tullins,"20"
"38105",Chirens,"38540",Veurey-Voroize,"15"
"38105",Chirens,"69096",Grigny,"5"
"38105",Chirens,"69271",Chassieu,"5"
"38105",Chirens,"69383",Lyon 3e Arrondissement,"10"
"38105",Chirens,"73065",Chambéry,"5"
"38105",Chirens,"73087",Cognin,"5"
"38105",Chirens,"75115",Paris 15e Arrondissement,"5"
"38105",Chirens,ZZZZZ,Individus travaillant à l'étranger (sans précision de commune),"5"
"38106",Cholonge,"38052",Le Bourg-d'Oisans,"5.0773993808"
"38106",Cholonge,"38106",Cholonge,"30.464396285"
"38106",Cholonge,"38128",Corps,"10.154798762"
"38106",Cholonge,"38151",Échirolles,"15.232198142"
"38106",Cholonge,"38179",Gières,"5.0773993808"
"38106",Cholonge,"38185",Grenoble,"15.232198142"
"38106",Cholonge,"38239",Moirans,"5.0773993808"
"38106",Cholonge,"38269",La Mure,"15.232198142"
"38106",Cholonge,"38317",Le Pont-de-Claix,"5.0773993808"
"38106",Cholonge,"38516",La Tronche,"5.0773993808"
"38106",Cholonge,"38562",Vizille,"15.232198142"
"38107",Chonas-l'Amballan,"07010",Annonay,"10.058759251"
"38107",Chonas-l'Amballan,"26325",Saint-Rambert-d'Albon,"15.19283525"
"38107",Chonas-l'Amballan,"26330",Saint-Sorlin-en-Valloire,"5.1322153366"
"38107",Chonas-l'Amballan,"38087",Chasse-sur-Rhône,"20.392055081"
"38107",Chonas-l'Amballan,"38098",Chélieu,"5.1322153366"
"38107",Chonas-l'Amballan,"38107",Chonas-l'Amballan,"95.882320779"
"38107",Chonas-l'Amballan,"38215",Luzinay,"4.995409071"
"38107",Chonas-l'Amballan,"38298",Le Péage-de-Roussillon,"15.054168322"
"38107",Chonas-l'Amballan,"38318",Pont-Évêque,"20.11844255"
"38107",Chonas-l'Amballan,"38336",Reventin-Vaugris,"20.461856852"
"38107",Chonas-l'Amballan,"38340",Les Roches-de-Condrieu,"4.995409071"
"38107",Chonas-l'Amballan,"38344",Roussillon,"10.12670036"
"38107",Chonas-l'Amballan,"38378",Saint-Clair-du-Rhône,"5.2020171081"
"38107",Chonas-l'Amballan,"38425",Saint-Maurice-l'Exil,"15.327780853"
"38107",Chonas-l'Amballan,"38449",Saint-Quentin-Fallavier,"10.195565517"
"38107",Chonas-l'Amballan,"38459",Saint-Sorlin-de-Vienne,"5.0633501802"
"38107",Chonas-l'Amballan,"38468",Salaise-sur-Sanne,"10.058759251"
"38107",Chonas-l'Amballan,"38544",Vienne,"212.0079211"
"38107",Chonas-l'Amballan,"42056",Chavanay,"10.127624408"
"38107",Chonas-l'Amballan,"42265",Saint-Michel-sur-Rhône,"4.995409071"
"38107",Chonas-l'Amballan,"69007",Ampuis,"9.9908181421"
"38107",Chonas-l'Amballan,"69064",Condrieu,"9.8576586358"
"38107",Chonas-l'Amballan,"69081",Écully,"9.9908181421"
"38107",Chonas-l'Amballan,"69091",Givors,"15.122109431"
"38107",Chonas-l'Amballan,"69116",Limonest,"4.995409071"
"38107",Chonas-l'Amballan,"69117",Lissieu,"5.1322153366"
"38107",Chonas-l'Amballan,"69152",Pierre-Bénite,"4.995409071"
"38107",Chonas-l'Amballan,"69189",Sainte-Colombe,"5.1322153366"
"38107",Chonas-l'Amballan,"69199",Saint-Fons,"10.060594947"
"38107",Chonas-l'Amballan,"69202",Sainte-Foy-lès-Lyon,"10.12670036"
"38107",Chonas-l'Amballan,"69204",Saint-Genis-Laval,"4.995409071"
"38107",Chonas-l'Amballan,"69235",Saint-Romain-en-Gal,"10.334232445"
"38107",Chonas-l'Amballan,"69259",Vénissieux,"20.394827392"
"38107",Chonas-l'Amballan,"69264",Villefranche-sur-Saône,"5.0633501802"
"38107",Chonas-l'Amballan,"69268",Vourles,"4.995409071"
"38107",Chonas-l'Amballan,"69270",Chaponnay,"5.1322153366"
"38107",Chonas-l'Amballan,"69271",Chassieu,"4.995409071"
"38107",Chonas-l'Amballan,"69276",Feyzin,"15.190974588"
"38107",Chonas-l'Amballan,"69289",Saint-Pierre-de-Chandieu,"4.995409071"
"38107",Chonas-l'Amballan,"69290",Saint-Priest,"20.323189925"
"38107",Chonas-l'Amballan,"69296",Solaize,"10.264430673"
"38107",Chonas-l'Amballan,"69297",Ternay,"5.1322153366"
"38107",Chonas-l'Amballan,"69382",Lyon 2e Arrondissement,"10.127624408"
"38107",Chonas-l'Amballan,"69383",Lyon 3e Arrondissement,"35.583029669"
"38107",Chonas-l'Amballan,"69386",Lyon 6e Arrondissement,"10.265367288"
"38107",Chonas-l'Amballan,"69387",Lyon 7e Arrondissement,"20.529797962"
"38107",Chonas-l'Amballan,"69389",Lyon 9e Arrondissement,"5.0633501802"
"38107",Chonas-l'Amballan,"84087",Orange,"4.995409071"
"38107",Chonas-l'Amballan,"93066",Saint-Denis,"4.995409071"
"38107",Chonas-l'Amballan,ZZZZZ,Individus travaillant à l'étranger (sans précision de commune),"5.0633501802"
"38108",Choranche,"26281",Romans-sur-Isère,"5"
"38108",Choranche,"38095",Chatte,"5"
"38108",Choranche,"38108",Choranche,"5"
"38108",Choranche,"38281",Noyarey,"10"
"38108",Choranche,"38319",Pont-en-Royans,"20"
"38108",Choranche,"38322",Presles,"5"
"38108",Choranche,"38333",Rencurel,"5"
"38108",Choranche,"38416",Saint-Marcellin,"5"
"38109",Chozeau,"01224",Loyettes,"5"
"38109",Chozeau,"01249",Miribel,"5"
"38109",Chozeau,"01262",Montluel,"5"
"38109",Chozeau,"01390",Saint-Vulbas,"20"
"38109",Chozeau,"38026",La Balme-les-Grottes,"5"
"38109",Chozeau,"38053",Bourgoin-Jallieu,"20"
"38109",Chozeau,"38067",Chamagnieu,"10"
"38109",Chozeau,"38085",Charvieu-Chavagneux,"5"
"38109",Chozeau,"38097",Chavanoz,"5"
"38109",Chozeau,"38109",Chozeau,"55"
"38109",Chozeau,"38138",Crémieu,"20"
"38109",Chozeau,"38176",Frontonas,"5"
"38109",Chozeau,"38193",L'Isle-d'Abeau,"15"
"38109",Chozeau,"38247",Montalieu-Vercieu,"5"
"38109",Chozeau,"38261",Morestel,"5"
"38109",Chozeau,"38316",Pont-de-Chéruy,"20"
"38109",Chozeau,"38389",Saint-Georges-d'Espéranche,"10"
"38109",Chozeau,"38449",Saint-Quentin-Fallavier,"35"
"38109",Chozeau,"38474",Sassenage,"5"
"38109",Chozeau,"38475",Satolas-et-Bonce,"5"
"38109",Chozeau,"38507",Tignieu-Jameyzieu,"15"
"38109",Chozeau,"38530",Vaulx-Milieu,"10"
"38109",Chozeau,"38554",Villemoirieu,"5"
"38109",Chozeau,"38557",Villette-d'Anthon,"15"
"38109",Chozeau,"42218",Saint-Étienne,"5"
"38109",Chozeau,"69029",Bron,"15"
"38109",Chozeau,"69143",Neuville-sur-Saône,"5"
"38109",Chozeau,"69204",Saint-Genis-Laval,"5"
"38109",Chozeau,"69259",Vénissieux,"15"
"38109",Chozeau,"69266",Villeurbanne,"10"
"38109",Chozeau,"69271",Chassieu,"10"
"38109",Chozeau,"69282",Meyzieu,"5"
"38109",Chozeau,"69285",Pusignan,"15"
"38109",Chozeau,"69289",Saint-Pierre-de-Chandieu,"5"
"38109",Chozeau,"69290",Saint-Priest,"25"
"38109",Chozeau,"69291",Saint-Symphorien-d'Ozon,"5"
"38109",Chozeau,"69299",Colombier-Saugnieu,"15"
"38109",Chozeau,"69383",Lyon 3e Arrondissement,"10"
"38109",Chozeau,"69386",Lyon 6e Arrondissement,"5"
"38109",Chozeau,"69387",Lyon 7e Arrondissement,"20"
"38109",Chozeau,"69389",Lyon 9e Arrondissement,"20"
"38109",Chozeau,"80021",Amiens,"5"
"38110",Chuzelles,"01185",Plateau d'Hauteville,"5.1855744089"
"38110",Chuzelles,"03095",Cusset,"5.0397441262"
"38110",Chuzelles,"26362",Valence,"5.0397441262"
"38110",Chuzelles,"38034",Beaurepaire,"5.1855744089"
"38110",Chuzelles,"38053",Bourgoin-Jallieu,"5.1855744089"
"38110",Chuzelles,"38087",Chasse-sur-Rhône,"20.448557179"
"38110",Chuzelles,"38110",Chuzelles,"142.86382436"
"38110",Chuzelles,"38149",Domarin,"5.1121392947"
"38110",Chuzelles,"38158",Eybens,"5.1121392947"
"38110",Chuzelles,"38160",Eyzin-Pinet,"5.0397441262"
"38110",Chuzelles,"38189",Heyrieux,"5.0397441262"
"38110",Chuzelles,"38193",L'Isle-d'Abeau,"5.1121392947"
"38110",Chuzelles,"38215",Luzinay,"10.224278589"
"38110",Chuzelles,"38223",Maubec,"5.1855744089"
"38110",Chuzelles,"38318",Pont-Évêque,"15.19572863"
"38110",Chuzelles,"38344",Roussillon,"10.225318535"
"38110",Chuzelles,"38408",Saint-Just-Chaleyssin,"5.1121392947"
"38110",Chuzelles,"38449",Saint-Quentin-Fallavier,"5.1855744089"
"38110",Chuzelles,"38487",Seyssuel,"20.377201956"
"38110",Chuzelles,"38544",Vienne,"106.8005033"
"38110",Chuzelles,"38558",Villette-de-Vienne,"4.9683741764"
"38110",Chuzelles,"38562",Vizille,"5.0397441262"
"38110",Chuzelles,"42218",Saint-Étienne,"5.1121392947"
"38110",Chuzelles,"69007",Ampuis,"5.0397441262"
"38110",Chuzelles,"69027",Brignais,"15.264022716"
"38110",Chuzelles,"69029",Bron,"15.191627547"
"38110",Chuzelles,"69034",Caluire-et-Cuire,"5.1855744089"
"38110",Chuzelles,"69064",Condrieu,"5.0397441262"
"38110",Chuzelles,"69091",Givors,"35.932885237"
"38110",Chuzelles,"69096",Grigny,"5.1121392947"
"38110",Chuzelles,"69100",Irigny,"5.0397441262"
"38110",Chuzelles,"69112",Lentilly,"5.1855744089"
"38110",Chuzelles,"69189",Sainte-Colombe,"5.1121392947"
"38110",Chuzelles,"69194",Saint-Didier-au-Mont-d'Or,"5.0397441262"
"38110",Chuzelles,"69199",Saint-Fons,"30.673875714"
"38110",Chuzelles,"69202",Sainte-Foy-lès-Lyon,"5.1855744089"
"38110",Chuzelles,"69256",Vaulx-en-Velin,"15.193692711"
"38110",Chuzelles,"69259",Vénissieux,"51.12764756"
"38110",Chuzelles,"69260",Vernaison,"5.0397441262"
"38110",Chuzelles,"69266",Villeurbanne,"15.265062661"
"38110",Chuzelles,"69270",Chaponnay,"15.409852998"
"38110",Chuzelles,"69272",Communay,"20.74335252"
"38110",Chuzelles,"69273",Corbas,"20.234462056"
"38110",Chuzelles,"69275",Décines-Charpieu,"5.0397441262"
"38110",Chuzelles,"69276",Feyzin,"25.344550914"
"38110",Chuzelles,"69277",Genas,"15.33745783"
"38110",Chuzelles,"69281",Marennes,"5.0397441262"
"38110",Chuzelles,"69282",Meyzieu,"5.0397441262"
"38110",Chuzelles,"69287",Saint-Bonnet-de-Mure,"5.1855744089"
"38110",Chuzelles,"69288",Saint-Laurent-de-Mure,"4.9683741764"
"38110",Chuzelles,"69289",Saint-Pierre-de-Chandieu,"5.1855744089"
"38110",Chuzelles,"69290",Saint-Priest,"56.45798264"
"38110",Chuzelles,"69291",Saint-Symphorien-d'Ozon,"15.26608788"
"38110",Chuzelles,"69295",Simandres,"10.371148818"
"38110",Chuzelles,"69297",Ternay,"5.0397441262"
"38110",Chuzelles,"69298",Toussieu,"5.1121392947"
"38110",Chuzelles,"69383",Lyon 3e Arrondissement,"20.596467353"
"38110",Chuzelles,"69385",Lyon 5e Arrondissement,"5.1855744089"
"38110",Chuzelles,"69386",Lyon 6e Arrondissement,"5.1121392947"
"38110",Chuzelles,"69387",Lyon 7e Arrondissement,"30.316015473"
"38110",Chuzelles,"69388",Lyon 8e Arrondissement,"45.942028758"
"38110",Chuzelles,"69389",Lyon 9e Arrondissement,"10.151883421"
"38110",Chuzelles,"75105",Paris 5e Arrondissement,"5.0397441262"
"38110",Chuzelles,"75115",Paris 15e Arrondissement,"5.1121392947"
"38111",Claix,"26362",Valence,"4.8541761001"
"38111",Claix,"28293",Oulins,"5.0646328082"
"38111",Claix,"38039",Bernin,"25.04527736"
"38111",Claix,"38052",Le Bourg-d'Oisans,"5.0111782941"
"38111",Claix,"38057",Bresson,"15.14044391"
"38111",Claix,"38071",Champ-sur-Drac,"20.045841544"
"38111",Claix,"38111",Claix,"621.69405509"
"38111",Claix,"38126",Corenc,"4.9059558632"
"38111",Claix,"38130",La Côte-Saint-André,"5.0646328082"
"38111",Claix,"38140",Crolles,"70.161021626"
"38111",Claix,"38151",Échirolles,"346.27833411"
"38111",Claix,"38158",Eybens,"109.56675158"
"38111",Claix,"38169",Fontaine,"114.57845852"
"38111",Claix,"38170",Fontanil-Cornillon,"4.958287964"
"38111",Claix,"38179",Gières,"5.0646328082"
"38111",Claix,"38185",Grenoble,"993.86129034"
"38111",Claix,"38200",Jarrie,"19.993509444"
"38111",Claix,"38214",Lumbin,"4.958287964"
"38111",Claix,"38229",Meylan,"84.985774298"
"38111",Claix,"38239",Moirans,"9.9171341573"
"38111",Claix,"38242",Monestier-de-Clermont,"9.9705886715"
"38111",Claix,"38249",Montbonnot-Saint-Martin,"40.201413164"
"38111",Claix,"38269",La Mure,"5.0646328082"
"38111",Claix,"38309",Poisat,"9.969466258"
"38111",Claix,"38317",Le Pont-de-Claix,"241.30242952"
"38111",Claix,"38331",Réaumont,"4.958287964"
"38111",Claix,"38382",Saint-Égrève,"60.460526572"
"38111",Claix,"38388",Saint-Georges-de-Commiers,"4.9059558632"
"38111",Claix,"38397",Saint-Ismier,"20.151622205"
"38111",Claix,"38400",Saint-Jean-de-Moirans,"9.9165759279"
"38111",Claix,"38412",Saint-Laurent-du-Pont,"4.958287964"
"38111",Claix,"38421",Saint-Martin-d'Hères,"109.71593708"
"38111",Claix,"38423",Saint-Martin-le-Vinoux,"29.754740253"
"38111",Claix,"38457",Saint-Siméon-de-Bressieux,"9.9165759279"
"38111",Claix,"38468",Salaise-sur-Sanne,"4.958287964"
"38111",Claix,"38474",Sassenage,"35.132266757"
"38111",Claix,"38485",Seyssinet-Pariset,"60.243875495"
"38111",Claix,"38486",Seyssins,"55.180371119"
"38111",Claix,"38516",La Tronche,"49.95932412"
"38111",Claix,"38517",Tullins,"5.0646328082"
"38111",Claix,"38524",Varces-Allières-et-Risset,"115.58290557"
"38111",Claix,"38528",Vaulnaveys-le-Bas,"5.0111782941"
"38111",Claix,"38529",Vaulnaveys-le-Haut,"4.958287964"
"38111",Claix,"38540",Veurey-Voroize,"29.912318352"
"38111",Claix,"38545",Vif,"30.068762316"
"38111",Claix,"38562",Vizille,"20.152756591"
"38111",Claix,"38563",Voiron,"14.77019969"
"38111",Claix,"38565",Voreppe,"40.249789895"
"38111",Claix,"64348",Lons,"5.0646328082"
"38111",Claix,"69152",Pierre-Bénite,"4.958287964"
"38111",Claix,"69256",Vaulx-en-Velin,"5.0111782941"
"38111",Claix,"69382",Lyon 2e Arrondissement,"4.958287964"
"38111",Claix,"69387",Lyon 7e Arrondissement,"5.0111782941"
"38111",Claix,"71306",Montceau-les-Mines,"4.958287964"
"38111",Claix,"73008",Aix-les-Bains,"5.0646328082"
"38111",Claix,"73031",Bassens,"5.0111782941"
"38111",Claix,"73065",Chambéry,"15.08755358"
"38111",Claix,"73171",Montmélian,"4.9059558632"
"38111",Claix,"74010",Annecy,"4.9059558632"
"38111",Claix,"88470",Le Tholy,"5.0646328082"
"38111",Claix,AL157,SAARBRUECKEN,"5.0646328082"
"38111",Claix,SUC1L,GENEVE,"5.0111782941"
"38111",Claix,ZZZZZ,Individus travaillant à l'étranger (sans précision de commune),"5.0111782941"
"38112",Clavans-en-Haut-Oisans,"38151",Échirolles,"10.406856689"
"38112",Clavans-en-Haut-Oisans,"38173",Le Freney-d'Oisans,"10.406856689"
"38112",Clavans-en-Haut-Oisans,"38185",Grenoble,"5.2034283443"
"38112",Clavans-en-Haut-Oisans,"38253",Les Deux Alpes,"15.610285033"
"38113",Clelles,"38094",Châtonnay,"5.1298846934"
"38113",Clelles,"38103",Chichilianne,"5.1298846934"
"38113",Clelles,"38113",Clelles,"97.467809175"
"38113",Clelles,"38140",Crolles,"5.1298846934"
"38113",Clelles,"38151",Échirolles,"10.259769387"
"38113",Clelles,"38185",Grenoble,"15.38965408"
"38113",Clelles,"38226",Mens,"5.1298846934"
"38113",Clelles,"38229",Meylan,"5.1298846934"
"38113",Clelles,"38242",Monestier-de-Clermont,"5.1298846934"
"38113",Clelles,"38269",La Mure,"10.259769387"
"38113",Clelles,"38382",Saint-Égrève,"5.1298846934"
"38113",Clelles,"38421",Saint-Martin-d'Hères,"10.259769387"
"38113",Clelles,"38513",Treffort,"5.1298846934"
"38113",Clelles,"97414",Saint-Louis,"5.1298846934"
"38114",Clonas-sur-Varèze,"01366",Sainte-Julie,"5"
"38114",Clonas-sur-Varèze,"07010",Annonay,"5"
"38114",Clonas-sur-Varèze,"07228",Saint-Désirat,"10"
"38114",Clonas-sur-Varèze,"26313",Saint-Marcel-lès-Valence,"5"
"38114",Clonas-sur-Varèze,"26362",Valence,"5"
"38114",Clonas-sur-Varèze,"38072",Chanas,"5"
"38114",Clonas-sur-Varèze,"38087",Chasse-sur-Rhône,"5"
"38114",Clonas-sur-Varèze,"38114",Clonas-sur-Varèze,"105"
"38114",Clonas-sur-Varèze,"38185",Grenoble,"5"
"38114",Clonas-sur-Varèze,"38199",Jardin,"5"
"38114",Clonas-sur-Varèze,"38298",Le Péage-de-Roussillon,"20"
"38114",Clonas-sur-Varèze,"38318",Pont-Évêque,"25"
"38114",Clonas-sur-Varèze,"38336",Reventin-Vaugris,"10"
"38114",Clonas-sur-Varèze,"38340",Les Roches-de-Condrieu,"5"
"38114",Clonas-sur-Varèze,"38344",Roussillon,"40"
"38114",Clonas-sur-Varèze,"38353",Saint-Alban-du-Rhône,"15"
"38114",Clonas-sur-Varèze,"38378",Saint-Clair-du-Rhône,"25"
"38114",Clonas-sur-Varèze,"38425",Saint-Maurice-l'Exil,"100"
