codgeo,libgeo,dclt,l_dclt,nbflux_c16_actocc15p
"38001",Les Abrets en Dauphiné,"01032",Béligneux,"4.9829751313"
"38001",Les Abrets en Dauphiné,"01034",Belley,"4.9829751313"
"38001",Les Abrets en Dauphiné,"01138",Culoz,"4.9829751313"
"38001",Les Abrets en Dauphiné,"01390",Saint-Vulbas,"4.9829751313"
"38001",Les Abrets en Dauphiné,"05136",Saint-Crépin,"4.9829751313"
"38001",Les Abrets en Dauphiné,"07191",Rochemaure,"4.9829751313"
"38001",Les Abrets en Dauphiné,"26010",Anneyron,"4.9829751313"
"38001",Les Abrets en Dauphiné,"26198",Montélimar,"4.9829751313"
"38001",Les Abrets en Dauphiné,"26362",Valence,"4.9829751313"
"38001",Les Abrets en Dauphiné,"37261",Tours,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38001",Les Abrets en Dauphiné,"767.37817023"
"38001",Les Abrets en Dauphiné,"38012",Aoste,"54.812726445"
"38001",Les Abrets en Dauphiné,"38013",Apprieu,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38022",Les Avenières Veyrins-Thuellin,"84.710577233"
"38001",Les Abrets en Dauphiné,"38029",La Bâtie-Montgascon,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38053",Bourgoin-Jallieu,"74.74462697"
"38001",Les Abrets en Dauphiné,"38080",Charancieu,"84.710577233"
"38001",Les Abrets en Dauphiné,"38082",Charavines,"24.914875657"
"38001",Les Abrets en Dauphiné,"38104",Chimilin,"54.812726445"
"38001",Les Abrets en Dauphiné,"38105",Chirens,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38118",Colombe,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38124",Corbelin,"24.914875657"
"38001",Les Abrets en Dauphiné,"38126",Corenc,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38133",Coublevie,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38139",Creys-Mépieu,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38149",Domarin,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38182",Le Grand-Lemps,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38185",Grenoble,"109.62545289"
"38001",Les Abrets en Dauphiné,"38193",L'Isle-d'Abeau,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38223",Maubec,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38229",Meylan,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38239",Moirans,"14.948925394"
"38001",Les Abrets en Dauphiné,"38261",Morestel,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38270",La Murette,"14.948925394"
"38001",Les Abrets en Dauphiné,"38276",Nivolas-Vermelle,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38287",Oyeu,"14.948925394"
"38001",Les Abrets en Dauphiné,"38292",Villages du Lac de Paladru,"14.948925394"
"38001",Les Abrets en Dauphiné,"38297",Arandon-Passins,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38315",Le Pont-de-Beauvoisin,"144.50627881"
"38001",Les Abrets en Dauphiné,"38337",Rives,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38341",Rochetoirin,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38343",Romagnieu,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38348",Ruy-Montceau,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38357",Saint-André-le-Gaz,"49.829751313"
"38001",Les Abrets en Dauphiné,"38362",Saint-Aupre,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38368",Saint-Blaise-du-Buis,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38372",Saint-Bueil,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38374",Saint-Chef,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38376",Saint-Christophe-sur-Guiers,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38377",Saint-Clair-de-la-Tour,"34.880825919"
"38001",Les Abrets en Dauphiné,"38381",Saint-Didier-de-la-Tour,"19.931900525"
"38001",Les Abrets en Dauphiné,"38382",Saint-Égrève,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38384",Saint-Étienne-de-Saint-Geoirs,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38386",Saint-Geoire-en-Valdaine,"29.897850788"
"38001",Les Abrets en Dauphiné,"38399",Saint-Jean-de-Bournay,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38400",Saint-Jean-de-Moirans,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38401",Saint-Jean-de-Soudain,"24.914875657"
"38001",Les Abrets en Dauphiné,"38412",Saint-Laurent-du-Pont,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38434",Saint-Ondras,"19.931900525"
"38001",Les Abrets en Dauphiné,"38449",Saint-Quentin-Fallavier,"24.914875657"
"38001",Les Abrets en Dauphiné,"38455",Saint-Savin,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38463",Saint-Vérand,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38467",Salagnon,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38474",Sassenage,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38486",Seyssins,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38509",La Tour-du-Pin,"119.59140315"
"38001",Les Abrets en Dauphiné,"38516",La Tronche,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38520",Valencogne,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38531",Velanne,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38538",Le Versoud,"4.9829751313"
"38001",Les Abrets en Dauphiné,"38543",Vézeronce-Curtin,"9.9659502627"
"38001",Les Abrets en Dauphiné,"38553",Villefontaine,"14.948925394"
"38001",Les Abrets en Dauphiné,"38560",Val-de-Virieu,"29.897850788"
"38001",Les Abrets en Dauphiné,"38563",Voiron,"79.727602102"
"38001",Les Abrets en Dauphiné,"38565",Voreppe,"9.9659502627"
"38001",Les Abrets en Dauphiné,"42005",Andrézieux-Bouthéon,"4.9829751313"
"38001",Les Abrets en Dauphiné,"68300",Sausheim,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69013",Arnas,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69096",Grigny,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69199",Saint-Fons,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69271",Chassieu,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69273",Corbas,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69275",Décines-Charpieu,"14.948925394"
"38001",Les Abrets en Dauphiné,"69277",Genas,"9.9659502627"
"38001",Les Abrets en Dauphiné,"69279",Jonage,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69282",Meyzieu,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69285",Pusignan,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69286",Rillieux-la-Pape,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69290",Saint-Priest,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69382",Lyon 2e Arrondissement,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69383",Lyon 3e Arrondissement,"19.931900525"
"38001",Les Abrets en Dauphiné,"69387",Lyon 7e Arrondissement,"9.9659502627"
"38001",Les Abrets en Dauphiné,"69388",Lyon 8e Arrondissement,"4.9829751313"
"38001",Les Abrets en Dauphiné,"69389",Lyon 9e Arrondissement,"9.9659502627"
"38001",Les Abrets en Dauphiné,"73008",Aix-les-Bains,"9.9659502627"
"38001",Les Abrets en Dauphiné,"73039",Belmont-Tramonet,"29.897850788"
"38001",Les Abrets en Dauphiné,"73058",La Bridoire,"9.9659502627"
"38001",Les Abrets en Dauphiné,"73064",Challes-les-Eaux,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73065",Chambéry,"59.795701576"
"38001",Les Abrets en Dauphiné,"73070",Champagneux,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73100",Domessin,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73105",Les Échelles,"9.9659502627"
"38001",Les Abrets en Dauphiné,"73164",Montcel,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73191",Novalaise,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73204",Le Pont-de-Beauvoisin,"44.846776182"
"38001",Les Abrets en Dauphiné,"73226",Saint-Béron,"4.9829751313"
"38001",Les Abrets en Dauphiné,"73236",Saint-Genix-les-Villages,"14.948925394"
"38001",Les Abrets en Dauphiné,"73330",Yenne,"9.9659502627"
"38001",Les Abrets en Dauphiné,"74002",Alby-sur-Chéran,"9.9659502627"
"38001",Les Abrets en Dauphiné,"74010",Annecy,"9.9659502627"
"38001",Les Abrets en Dauphiné,"74112",Epagny Metz-Tessy,"4.9829751313"
"38001",Les Abrets en Dauphiné,"75115",Paris 15e Arrondissement,"4.9829751313"
"38001",Les Abrets en Dauphiné,"91086",Bondoufle,"4.9829751313"
"38001",Les Abrets en Dauphiné,SUC1L,GENEVE,"4.9829751313"
"38002",Les Adrets,"38002",Les Adrets,"155.33522459"
"38002",Les Adrets,"38006",Allevard,"4.9831371822"
"38002",Les Adrets,"38039",Bernin,"5.0203800025"
"38002",Les Adrets,"38100",Le Cheylas,"5.0203800025"
"38002",Les Adrets,"38140",Crolles,"39.976894988"
"38002",Les Adrets,"38150",Domène,"10.022242844"
"38002",Les Adrets,"38151",Échirolles,"14.967998293"
"38002",Les Adrets,"38158",Eybens,"4.9646195052"
"38002",Les Adrets,"38179",Gières,"4.9646195052"
"38002",Les Adrets,"38181",Goncelin,"10.022103931"
"38002",Les Adrets,"38185",Grenoble,"59.872200639"
"38002",Les Adrets,"38229",Meylan,"5.0017239287"
"38002",Les Adrets,"38249",Montbonnot-Saint-Martin,"14.949480616"
"38002",Les Adrets,"38314",Pontcharra,"5.0017239287"
"38002",Les Adrets,"38317",Le Pont-de-Claix,"9.9662743643"
"38002",Les Adrets,"38397",Saint-Ismier,"4.9831371822"
"38002",Les Adrets,"38421",Saint-Martin-d'Hères,"50.073831972"
"38002",Les Adrets,"38423",Saint-Martin-le-Vinoux,"5.0203800025"
"38002",Les Adrets,"38504",Theys,"9.9662743643"
"38002",Les Adrets,"38511",Le Touvet,"5.0203800025"
"38002",Les Adrets,"38516",La Tronche,"34.993758322"
"38002",Les Adrets,"38524",Varces-Allières-et-Risset,"4.9831371822"
"38002",Les Adrets,"38528",Vaulnaveys-le-Bas,"5.0017239287"
"38002",Les Adrets,"38544",Vienne,"5.0017239287"
"38002",Les Adrets,"69385",Lyon 5e Arrondissement,"5.0391056621"
"38002",Les Adrets,"73064",Challes-les-Eaux,"5.0017239287"
"38002",Les Adrets,"73141",Laissaud,"5.0017239287"
"38002",Les Adrets,"73303",Ugine,"5.0203800025"
"38002",Les Adrets,"75110",Paris 10e Arrondissement,"4.9831371822"
"38003",Agnin,"01390",Saint-Vulbas,"5.0560971279"
"38003",Agnin,"07010",Annonay,"5.0444118893"
"38003",Agnin,"07174",Peyraud,"5.0560971279"
"38003",Agnin,"26010",Anneyron,"15.098287913"
"38003",Agnin,"26118",Épinouze,"5.0444118893"
"38003",Agnin,"26281",Romans-sur-Isère,"5.0095179597"
"38003",Agnin,"26325",Saint-Rambert-d'Albon,"5.0444118893"
"38003",Agnin,"26333",Saint-Vallier,"10.088850785"
"38003",Agnin,"26362",Valence,"15.144947912"
"38003",Agnin,"38003",Agnin,"60.474894562"
"38003",Agnin,"38034",Beaurepaire,"5.0444118893"
"38003",Agnin,"38051",Bougé-Chambalud,"5.0327536566"
"38003",Agnin,"38072",Chanas,"20.142699803"
"38003",Agnin,"38130",La Côte-Saint-André,"5.0327536566"
"38003",Agnin,"38184",Grenay,"5.0327536566"
"38003",Agnin,"38229",Meylan,"5.0327536566"
"38003",Agnin,"38298",Le Péage-de-Roussillon,"5.0327536566"
"38003",Agnin,"38318",Pont-Évêque,"5.0327536566"
"38003",Agnin,"38336",Reventin-Vaugris,"5.0560971279"
"38003",Agnin,"38344",Roussillon,"35.264385262"
"38003",Agnin,"38353",Saint-Alban-du-Rhône,"5.0444118893"
"38003",Agnin,"38425",Saint-Maurice-l'Exil,"25.222113458"
"38003",Agnin,"38448",Saint-Prim,"5.0327536566"
"38003",Agnin,"38468",Salaise-sur-Sanne,"35.275935533"
"38003",Agnin,"38480",Septème,"5.0560971279"
"38003",Agnin,"38544",Vienne,"30.208234122"
"38003",Agnin,"38556",Ville-sous-Anjou,"5.0327536566"
"38003",Agnin,"42272",Saint-Pierre-de-Boeuf,"5.0444118893"
"38003",Agnin,"69029",Bron,"5.0327536566"
"38003",Agnin,"69034",Caluire-et-Cuire,"5.0211223675"
"38003",Agnin,"69096",Grigny,"5.0678094351"
"38003",Agnin,"69112",Lentilly,"5.0327536566"
"38003",Agnin,"69189",Sainte-Colombe,"5.0444118893"
"38003",Agnin,"69256",Vaulx-en-Velin,"10.065534257"
"38003",Agnin,"69259",Vénissieux,"10.100563092"
"38003",Agnin,"69266",Villeurbanne,"10.088823779"
"38003",Agnin,"69273",Corbas,"5.0560971279"
"38003",Agnin,"69290",Saint-Priest,"5.0560971279"
"38003",Agnin,"69297",Ternay,"5.0211223675"
"38003",Agnin,"69381",Lyon 1er Arrondissement,"5.0327536566"
"38003",Agnin,"69383",Lyon 3e Arrondissement,"5.0211223675"
"38003",Agnin,"69387",Lyon 7e Arrondissement,"10.100563092"
"38003",Agnin,"69388",Lyon 8e Arrondissement,"5.0560971279"
"38004",L'Albenc,"26162",Lens-Lestang,"4.7217900767"
"38009",Anjou,"07010",Annonay,"5"
"38004",L'Albenc,"26281",Romans-sur-Isère,"4.7217900767"
"38004",L'Albenc,"26302",Sainte-Eulalie-en-Royans,"4.7217900767"
"38004",L'Albenc,"26324",Saint-Paul-Trois-Châteaux,"4.7217900767"
"38004",L'Albenc,"38004",L'Albenc,"75.548641228"
"38004",L'Albenc,"38033",Beaulieu,"4.7217900767"
"38004",L'Albenc,"38039",Bernin,"4.7217900767"
"38004",L'Albenc,"38061",La Buisse,"4.7217900767"
"38004",L'Albenc,"38117",Cognin-les-Gorges,"4.7217900767"
"38004",L'Albenc,"38151",Échirolles,"18.887160307"
"38004",L'Albenc,"38158",Eybens,"4.7217900767"
"38004",L'Albenc,"38169",Fontaine,"18.887160307"
"38004",L'Albenc,"38185",Grenoble,"94.435801535"
"38004",L'Albenc,"38195",Izeron,"4.7217900767"
"38004",L'Albenc,"38229",Meylan,"4.7217900767"
"38004",L'Albenc,"38239",Moirans,"14.16537023"
"38004",L'Albenc,"38263",Morette,"4.7217900767"
"38004",L'Albenc,"38310",Poliénas,"4.7217900767"
"38004",L'Albenc,"38317",Le Pont-de-Claix,"9.4435801535"
"38004",L'Albenc,"38337",Rives,"4.7217900767"
"38004",L'Albenc,"38382",Saint-Égrève,"28.33074046"
"38004",L'Albenc,"38390",Saint-Gervais,"14.16537023"
"38004",L'Albenc,"38400",Saint-Jean-de-Moirans,"14.16537023"
"38004",L'Albenc,"38416",Saint-Marcellin,"28.33074046"
"38004",L'Albenc,"38421",Saint-Martin-d'Hères,"4.7217900767"
"38004",L'Albenc,"38474",Sassenage,"18.887160307"
"38004",L'Albenc,"38505",Thodure,"4.7217900767"
"38004",L'Albenc,"38516",La Tronche,"9.4435801535"
"38004",L'Albenc,"38517",Tullins,"14.16537023"
"38004",L'Albenc,"38540",Veurey-Voroize,"4.7217900767"
"38004",L'Albenc,"38548",Villard-de-Lans,"4.7217900767"
"38004",L'Albenc,"38559",Vinay,"70.826851151"
"38004",L'Albenc,"38563",Voiron,"14.16537023"
"38004",L'Albenc,"69384",Lyon 4e Arrondissement,"4.7217900767"
"38004",L'Albenc,"93078",Villepinte,"4.7217900767"
"38005",Allemond,"38005",Allemond,"129.58595388"
"38005",Allemond,"38020",Auris,"10.36687631"
"38005",Allemond,"38052",Le Bourg-d'Oisans,"98.485324948"
"38005",Allemond,"38177",La Garde,"10.36687631"
"38005",Allemond,"38185",Grenoble,"41.467505241"
"38005",Allemond,"38191",Huez,"36.284067086"
"38005",Allemond,"38212",Livet-et-Gavet,"5.1834381551"
"38005",Allemond,"38253",Les Deux Alpes,"41.467505241"
"38005",Allemond,"38289",Oz,"31.100628931"
"38005",Allemond,"38317",Le Pont-de-Claix,"5.1834381551"
"38005",Allemond,"38478",Séchilienne,"5.1834381551"
"38005",Allemond,"38508",Torchefelon,"10.36687631"
"38005",Allemond,"38516",La Tronche,"10.36687631"
"38005",Allemond,"38527",Vaujany,"36.284067086"
"38005",Allemond,"38545",Vif,"5.1834381551"
"38005",Allemond,"38562",Vizille,"25.917190776"
"38006",Allevard,"23220",Saint-Médard-la-Rochette,"5.0576748162"
"38006",Allevard,"38002",Les Adrets,"5.0209335602"
"38006",Allevard,"38006",Allevard,"624.85775048"
"38006",Allevard,"38027",Barraux,"5.0209335602"
"38006",Allevard,"38039",Bernin,"30.125868023"
"38006",Allevard,"38070",Le Champ-près-Froges,"5.0026631433"
"38006",Allevard,"38075",Chapareillan,"5.0026631433"
"38006",Allevard,"38100",Le Cheylas,"25.141675962"
"38006",Allevard,"38126",Corenc,"5.0026631433"
"38006",Allevard,"38140",Crolles,"132.44833069"
"38006",Allevard,"38150",Domène,"39.167736327"
"38006",Allevard,"38151",Échirolles,"24.166682076"
"38006",Allevard,"38158",Eybens,"5.0209335602"
"38006",Allevard,"38169",Fontaine,"9.9871223528"
"38006",Allevard,"38170",Fontanil-Cornillon,"9.9689184191"
"38006",Allevard,"38175",Froges,"20.065663759"
"38006",Allevard,"38181",Goncelin,"39.2478199"
"38006",Allevard,"38185",Grenoble,"109.57836499"
"38006",Allevard,"38191",Huez,"5.0026631433"
"38006",Allevard,"38229",Meylan,"25.031586133"
"38006",Allevard,"38249",Montbonnot-Saint-Martin,"40.058512757"
"38006",Allevard,"38314",Pontcharra,"60.361626669"
"38006",Allevard,"38397",Saint-Ismier,"19.101739177"
"38006",Allevard,"38418",Sainte-Marie-du-Mont,"5.0576748162"
"38006",Allevard,"38421",Saint-Martin-d'Hères,"44.217622545"
"38006",Allevard,"38431",Saint-Nazaire-les-Eymes,"5.0209335602"
"38006",Allevard,"38439",Crêts en Belledonne,"85.247114249"
"38006",Allevard,"38466",Saint-Vincent-de-Mercuze,"5.0209335602"
"38006",Allevard,"38486",Seyssins,"5.0392707033"
"38006",Allevard,"38503",La Terrasse,"15.11787908"
"38006",Allevard,"38511",Le Touvet,"30.1624091"
"38006",Allevard,"38516",La Tronche,"55.230603037"
"38006",Allevard,"38524",Varces-Allières-et-Risset,"5.0026631433"
"38006",Allevard,"38538",Le Versoud,"10.023596704"
"38006",Allevard,"38547",Villard-Bonnot,"14.971581562"
"38006",Allevard,"49355",Trémentines,"5.0392707033"
"38006",Allevard,"69243",Tarare,"5.0576748162"
"38006",Allevard,"69266",Villeurbanne,"5.0392707033"
"38006",Allevard,"69276",Feyzin,"5.0392707033"
"38006",Allevard,"69387",Lyon 7e Arrondissement,"5.0026631433"
"38006",Allevard,"73008",Aix-les-Bains,"5.0209335602"
"38006",Allevard,"73064",Challes-les-Eaux,"4.9844592096"
"38006",Allevard,"73065",Chambéry,"30.125734814"
"38006",Allevard,"73132",Hauteluce,"5.0392707033"
"38006",Allevard,"73141",Laissaud,"20.065664246"
"38006",Allevard,"73151",Porte-de-Savoie,"4.9663215172"
"38006",Allevard,"73157",Modane,"4.9844592096"
"38006",Allevard,"73171",Montmélian,"15.008055913"
"38006",Allevard,"73215",Valgelon-La Rochette,"70.421897416"
"38006",Allevard,"73222",Saint-Alban-Leysse,"5.0392707033"
"38006",Allevard,"73240",Sainte-Hélène-du-Lac,"4.9844592096"
"38006",Allevard,"73270",Saint-Pierre-d'Albigny,"5.0392707033"
"38006",Allevard,"73303",Ugine,"10.005326287"
"38006",Allevard,"73329",Voglans,"5.0026631433"
"38006",Allevard,"74010",Annecy,"5.0392707033"
"38008",Ambel,"38008",Ambel,"8.9285714286"
"38009",Anjou,"26002",Albon,"5"
"38009",Anjou,"26010",Anneyron,"10"
"38009",Anjou,"26118",Épinouze,"5"
"38009",Anjou,"26325",Saint-Rambert-d'Albon,"10"
"38009",Anjou,"26333",Saint-Vallier,"10"
"38009",Anjou,"38003",Agnin,"5"
"38009",Anjou,"38009",Anjou,"85"
"38009",Anjou,"38034",Beaurepaire,"10"
"38009",Anjou,"38072",Chanas,"10"
"38009",Anjou,"38101",Cheyssieu,"5"
"38009",Anjou,"38107",Chonas-l'Amballan,"5"
"38009",Anjou,"38288",Oytier-Saint-Oblas,"5"
"38009",Anjou,"38298",Le Péage-de-Roussillon,"15"
"38009",Anjou,"38318",Pont-Évêque,"10"
"38009",Anjou,"38336",Reventin-Vaugris,"5"
"38009",Anjou,"38344",Roussillon,"50"
"38009",Anjou,"38363",Saint-Barthélemy,"5"
"38009",Anjou,"38378",Saint-Clair-du-Rhône,"5"
"38009",Anjou,"38425",Saint-Maurice-l'Exil,"5"
"38009",Anjou,"38468",Salaise-sur-Sanne,"45"
"38009",Anjou,"38496",Sonnay,"10"
"38009",Anjou,"38537",La Verpillière,"5"
"38009",Anjou,"38544",Vienne,"20"
"38009",Anjou,"69040",Champagne-au-Mont-d'Or,"20"
"38009",Anjou,"69259",Vénissieux,"5"
"38009",Anjou,"69266",Villeurbanne,"15"
"38009",Anjou,"69271",Chassieu,"5"
"38009",Anjou,"69290",Saint-Priest,"10"
"38009",Anjou,"69381",Lyon 1er Arrondissement,"5"
"38009",Anjou,"69383",Lyon 3e Arrondissement,"10"
"38009",Anjou,"73155",Méry,"5"
"38010",Annoisin-Chatelans,"01202",Lagnieu,"5.0220631735"
"38010",Annoisin-Chatelans,"01262",Montluel,"4.8471818725"
"38010",Annoisin-Chatelans,"01390",Saint-Vulbas,"15.435108372"
"38010",Annoisin-Chatelans,"16015",Angoulême,"4.6783903932"
"38010",Annoisin-Chatelans,"38010",Annoisin-Chatelans,"58.396978665"
"38010",Annoisin-Chatelans,"38053",Bourgoin-Jallieu,"14.728826276"
"38010",Annoisin-Chatelans,"38054",Bouvesse-Quirieu,"5.0220631735"
"38010",Annoisin-Chatelans,"38085",Charvieu-Chavagneux,"10.406508021"
"38010",Annoisin-Chatelans,"38097",Chavanoz,"4.8471818725"
"38010",Annoisin-Chatelans,"38138",Crémieu,"15.428571195"
"38010",Annoisin-Chatelans,"38176",Frontonas,"5.0220631735"
"38010",Annoisin-Chatelans,"38190",Hières-sur-Amby,"4.8471818725"
"38010",Annoisin-Chatelans,"38247",Montalieu-Vercieu,"5.2032540106"
"38010",Annoisin-Chatelans,"38316",Pont-de-Chéruy,"15.260227071"
"38010",Annoisin-Chatelans,"38365",Saint-Baudille-de-la-Tour,"5.0220631735"
"38010",Annoisin-Chatelans,"38449",Saint-Quentin-Fallavier,"9.8692450459"
"38010",Annoisin-Chatelans,"38455",Saint-Savin,"5.0220631735"
"38010",Annoisin-Chatelans,"38475",Satolas-et-Bonce,"4.6783903932"
"38010",Annoisin-Chatelans,"38507",Tignieu-Jameyzieu,"10.044126347"
"38010",Annoisin-Chatelans,"38530",Vaulx-Milieu,"5.0220631735"
"38010",Annoisin-Chatelans,"38554",Villemoirieu,"5.0220631735"
"38010",Annoisin-Chatelans,"39124",Chaumergy,"10.044126347"
"38010",Annoisin-Chatelans,"69096",Grigny,"5.0220631735"
"38010",Annoisin-Chatelans,"69259",Vénissieux,"5.0220631735"
"38010",Annoisin-Chatelans,"69273",Corbas,"4.8471818725"
"38010",Annoisin-Chatelans,"69282",Meyzieu,"10.044126347"
"38010",Annoisin-Chatelans,"69283",Mions,"5.2032540106"
"38010",Annoisin-Chatelans,"69288",Saint-Laurent-de-Mure,"5.2032540106"
"38010",Annoisin-Chatelans,"69290",Saint-Priest,"4.6783903932"
"38010",Annoisin-Chatelans,"69299",Colombier-Saugnieu,"15.428571195"
"38010",Annoisin-Chatelans,"69382",Lyon 2e Arrondissement,"4.8471818725"
"38010",Annoisin-Chatelans,"69383",Lyon 3e Arrondissement,"5.3909820256"
"38010",Annoisin-Chatelans,"69386",Lyon 6e Arrondissement,"4.5154766722"
"38010",Annoisin-Chatelans,"92040",Issy-les-Moulineaux,"4.8471818725"
"38011",Anthon,"01027",Balan,"4.8881640261"
"38011",Anthon,"01361",Saint-Jean-de-Niost,"4.8881640261"
"38011",Anthon,"01390",Saint-Vulbas,"9.7763280522"
"38011",Anthon,"38011",Anthon,"73.322460391"
"38011",Anthon,"38026",La Balme-les-Grottes,"9.7763280522"
"38011",Anthon,"38053",Bourgoin-Jallieu,"4.8881640261"
"38011",Anthon,"38085",Charvieu-Chavagneux,"4.8881640261"
"38011",Anthon,"38097",Chavanoz,"9.7763280522"
"38011",Anthon,"38138",Crémieu,"4.8881640261"
"38011",Anthon,"38185",Grenoble,"4.8881640261"
"38011",Anthon,"38193",L'Isle-d'Abeau,"4.8881640261"
"38011",Anthon,"38316",Pont-de-Chéruy,"14.664492078"
"38011",Anthon,"38451",Saint-Romain-de-Jalionas,"9.7763280522"
"38011",Anthon,"38507",Tignieu-Jameyzieu,"14.664492078"
"38011",Anthon,"38537",La Verpillière,"4.8881640261"
"38011",Anthon,"38557",Villette-d'Anthon,"29.328984157"
"38011",Anthon,"69029",Bron,"9.7763280522"
"38011",Anthon,"69204",Saint-Genis-Laval,"9.7763280522"
"38011",Anthon,"69256",Vaulx-en-Velin,"4.8881640261"
"38011",Anthon,"69259",Vénissieux,"9.7763280522"
"38011",Anthon,"69266",Villeurbanne,"29.328984157"
"38011",Anthon,"69268",Vourles,"4.8881640261"
"38011",Anthon,"69271",Chassieu,"24.44082013"
"38011",Anthon,"69273",Corbas,"4.8881640261"
"38011",Anthon,"69275",Décines-Charpieu,"19.552656104"
"38011",Anthon,"69277",Genas,"24.44082013"
"38011",Anthon,"69279",Jonage,"4.8881640261"
"38011",Anthon,"69282",Meyzieu,"43.993476235"
"38011",Anthon,"69285",Pusignan,"14.664492078"
"38011",Anthon,"69290",Saint-Priest,"29.328984157"
"38011",Anthon,"69296",Solaize,"4.8881640261"
"38011",Anthon,"69297",Ternay,"4.8881640261"
"38011",Anthon,"69299",Colombier-Saugnieu,"9.7763280522"
"38011",Anthon,"69383",Lyon 3e Arrondissement,"9.7763280522"
"38011",Anthon,"69384",Lyon 4e Arrondissement,"4.8881640261"
"38011",Anthon,"69385",Lyon 5e Arrondissement,"9.7763280522"
"38011",Anthon,"69386",Lyon 6e Arrondissement,"4.8881640261"
"38011",Anthon,"69387",Lyon 7e Arrondissement,"4.8881640261"
"38011",Anthon,"69388",Lyon 8e Arrondissement,"14.664492078"
"38011",Anthon,"69389",Lyon 9e Arrondissement,"4.8881640261"
"38011",Anthon,"71543",Tournus,"4.8881640261"
"38011",Anthon,"73328",Viviers-du-Lac,"4.8881640261"
"38011",Anthon,"83101",Ramatuelle,"4.8881640261"
"38011",Anthon,"93055",Pantin,"4.8881640261"
"38012",Aoste,"01034",Belley,"10.291848643"
"38012",Aoste,"01058",Brégnier-Cordon,"5.2025543278"
"38012",Aoste,"01268",Murs-et-Gélignieux,"5.1458470592"
"38012",Aoste,"01310",Prémeyzel,"5.1741230067"
"38012",Aoste,"01338",Groslée-Saint-Benoit,"5.2025543278"
"38012",Aoste,"04209",Sisteron,"5.1458470592"
"38012",Aoste,"13011",Les Baux-de-Provence,"5.2025543278"
"38012",Aoste,"26063",Buis-les-Baronnies,"5.1741230067"
"38012",Aoste,"26155",Lapeyrouse-Mornay,"5.1458470592"
"38012",Aoste,"38001",Les Abrets en Dauphiné,"25.785787191"
"38012",Aoste,"38012",Aoste,"293.15211209"
"38012",Aoste,"38022",Les Avenières Veyrins-Thuellin,"71.677356937"
"38012",Aoste,"38039",Bernin,"5.1177256363"
